00000144,Nancy,Rice,17,WR,59,9623,3954593
00000145,Jeffrey,Russo,27,WR,74,1361,5064970
00000146,Austin,Wilson,16,WR,32,6638,9294319
00000147,Susan,Benitez,05,WR,69,11821,6521305
00000148,Amber,Barnett,25,RB,43,8998,6123154
00000149,Richard,Cameron,18,QB,88,1916,9598875
00000150,Steven,Martinez,28,WR,69,19624,8797421
00000151,Timothy,Meyer,02,RB,5,23162,7268394
00000152,Richard,Boyd,10,QB,25,9023,5290524
00000153,Mitchell,Ward,20,RB,98,2679,5993599
00000154,Barbara,Duke,10,QB,23,24766,6557512
00000155,Patricia,Morales,18,RB,93,21954,5956747
00000156,Rodney,Rios,28,QB,71,5214,7050676
00000157,Danielle,Jennings,12,QB,28,10905,4776018
00000158,Rebecca,Wallace,14,RB,5,20552,1377335
00000159,Theresa,Stewart,04,WR,83,4957,5401155
00000160,Lindsey,Fowler,07,QB,1,19949,1962593
00000161,Carolyn,Evans,02,RB,43,10800,4522025
00000162,Emily,Wood,06,RB,62,6498,1898325
00000163,Karen,Ramirez,11,WR,8,1710,8114985
00000164,Danielle,Powell,29,WR,25,6202,9929311
00000165,Daniel,Villa,26,RB,44,14066,3426541
00000166,Alfred,Hall,18,RB,14,3460,4675448
00000167,Debra,Cox,20,QB,83,5967,6064617
00000168,David,Noble,01,QB,2,230,2493940
00000169,Joseph,Griffith,32,QB,44,7220,7801901
00000170,Melissa,Harris,29,RB,45,24116,8190357
00000171,Joanne,Foster,05,QB,61,7467,5035070
00000172,Theresa,Beard,08,RB,32,4265,1323266
00000173,Brian,Brown,32,RB,83,7154,8894037
00000174,Jeffrey,Delgado,09,WR,41,4085,7586578
00000175,Jeremiah,Fitzgerald,02,QB,98,11002,1678962
00000176,Andrew,Tran,09,WR,94,24539,6378978
00000177,Morgan,Warner,01,QB,53,24134,6355815
00000178,Angela,Jones,20,WR,88,17390,1115798
00000179,Kyle,Carter,12,QB,84,15513,7651384
00000180,Shawn,Solomon,12,QB,8,14649,7465495
00000181,Dr.,Eric,26,WR,97,20370,5975121
00000182,Michelle,Heath,11,RB,49,11560,3054759
00000183,Jeffrey,Gomez,21,WR,2,20263,6583748
00000184,Brooke,Hurley,31,RB,8,3725,9490155
00000185,Aaron,Shah,30,WR,48,14905,3186220
00000186,Steven,Acosta,16,RB,61,17252,5150741
00000187,Shannon,Boyer,26,QB,38,900,5608505
00000188,William,Taylor,22,WR,20,14102,7419847
00000189,Eric,Rodriguez,28,RB,68,19543,8821224
00000190,Justin,Nelson,27,RB,7,13747,8332833
00000191,Elizabeth,Mitchell,06,RB,21,6350,5185717
00000192,Michelle,Hancock,04,WR,1,10006,2642015
00000193,Marcus,Martin,16,RB,65,888,8090949
00000194,Steven,Brown,15,QB,12,20639,8487730
00000195,Mark,Brown,10,WR,41,6445,8565673
00000196,Jennifer,Fernandez,18,WR,72,13420,1319141
00000197,Savannah,Garcia,17,QB,79,18139,6410637
00000198,Rodney,Miller,30,WR,7,19938,1941806
00000199,Samantha,Adams,22,WR,67,5798,9905109
00000200,James,Gillespie,32,QB,28,5957,6954497
00000201,Logan,Prince,16,QB,93,5003,9045248
00000202,Lori,Williams,30,RB,8,17390,4587783
00000203,Kenneth,Christensen,15,RB,89,10502,1691127
00000204,Tara,Cunningham,17,WR,6,11564,2143370
00000205,Keith,Perez,23,QB,74,3200,6215650
00000206,Edward,Phillips,03,QB,81,20831,6713584
00000207,Natasha,Anderson,06,WR,11,20487,7915083
00000208,Marie,Cantu,01,QB,45,2644,4089747
00000209,Patricia,Schroeder,05,QB,33,22997,1723484
00000210,Sarah,Jones,16,QB,59,23114,8728170
00000211,Erik,Cole,16,WR,69,15452,3378519
00000212,James,Murphy,23,QB,15,13205,8914695
00000213,Diana,Anderson,18,WR,16,21735,1655805
00000214,Robert,Lawrence,30,WR,44,3905,7185155
00000215,Danielle,Mcdaniel,03,WR,82,9186,3248224
00000216,Joseph,Peterson,26,WR,75,5990,6709455
00000217,Wendy,Richardson,05,RB,79,14209,4317483
00000218,Kevin,Hale,21,WR,56,18472,5509290
00000219,Sheila,Terrell,13,WR,94,9596,8628887
00000220,Andrew,Ochoa,11,WR,81,9704,4921414
00000221,Donald,Wright,14,RB,16,17099,8999933
00000222,Jacob,Medina,15,WR,83,3409,6608629
00000223,Diamond,Perez,16,RB,62,3055,1666884
00000224,Erin,Mooney,10,RB,88,21201,6249641
00000225,Kristin,Martin,15,WR,15,7576,4664089
00000226,Terrence,Travis,26,WR,30,3960,4763821
00000227,Michael,Vazquez,28,QB,57,12166,9423530
00000228,Robert,Smith,24,RB,24,23612,3859908
00000229,Renee,Miles,29,WR,69,19276,4864366
00000230,Gabriel,Johnson,02,RB,6,24994,3101061
00000231,Danny,Harrell,26,RB,53,7871,2409157
00000232,Michael,Young,13,WR,13,20294,8130825
00000233,Michelle,Adams,06,RB,8,8975,4908083
00000234,Brett,Ward,15,RB,1,4527,9246167
00000235,Nicole,Wright,29,WR,40,12791,1864095
00000236,Mr.,James,09,QB,78,21336,3731616
00000237,Justin,Anderson,03,RB,72,3390,1513410
00000238,Joanna,May,15,RB,47,23373,7208810
00000239,Maria,Pruitt,05,RB,52,23453,5711732
00000240,Grant,Wells,22,RB,46,17798,4809637
00000241,Crystal,Taylor,11,QB,30,6959,6979061
00000242,Barry,White,11,RB,7,4138,9932293
00000243,Jamie,Richmond,31,RB,5,615,6918472
00000244,Luis,Armstrong,01,RB,11,22999,1933051
00000245,Alan,Peterson,29,RB,97,14331,9108663
00000246,Michael,Little,25,WR,61,11437,1764280
00000247,Amy,Nelson,13,QB,66,11050,5890153
00000248,Christina,Martinez,20,WR,65,14332,9885452
00000249,Richard,Carter,02,QB,13,19221,9369576
00000250,Christina,Hubbard,07,WR,19,14997,2136046
00000251,Linda,Vincent,30,WR,1,8353,9783338
00000252,Jared,Meyer,15,QB,94,13549,3961337
00000253,Martha,Martin,31,WR,15,17307,2545950
00000254,John,Castro,13,WR,59,24025,1589524
00000255,Marc,Hudson,09,WR,10,5288,8808987
00000256,Thomas,Cobb,24,RB,95,11859,4855299
00000257,Christina,Smith,20,RB,50,6238,5854167
00000258,Annette,Durham,26,WR,29,19473,2710262
00000259,Mark,Price,29,WR,85,21578,9699908
00000260,Marilyn,Larsen,29,WR,33,14947,1703905
00000261,Daniel,Bennett,30,RB,52,11807,2824052
00000262,Troy,Jackson,07,QB,70,3746,1393738
00000263,Erica,Holder,14,QB,50,5324,3556426
00000264,Janice,Hernandez,29,RB,7,12159,5253301
00000265,Dustin,Hooper,15,RB,30,5525,2754262
00000266,Roberta,Martinez,30,RB,44,3,2878083
00000267,Janet,Lewis,10,RB,5,6002,2845201
00000268,Mark,Reed,08,QB,46,15538,4058387
00000269,Patrick,Long,17,RB,2,13816,4475851
00000270,Tammy,Wiley,26,QB,44,21365,9374828
00000271,Sean,Wagner,19,QB,78,3976,1224573
00000272,Judith,Maldonado,16,RB,52,21052,8031270
00000273,Arthur,Ali,25,WR,27,19198,1779520
00000274,Kelly,Campbell,13,QB,91,1496,9587941
00000275,Christine,Holden,29,WR,26,2637,3247025
00000276,Mark,Adams,31,WR,59,11638,6412292
00000277,Morgan,Watson,29,QB,36,2324,2409597
00000278,Kari,Butler,30,WR,18,20731,3991202
00000279,Tammy,Cooper,05,QB,94,22951,5350390
00000280,Alex,Fuller,31,RB,21,2738,4983644
00000281,Katie,Wyatt,22,RB,84,1517,6909676
00000282,Glenn,Peterson,10,QB,43,12591,6945477
00000283,Michael,Arroyo,13,QB,0,15164,2716172
00000284,Matthew,Walsh,14,RB,64,16581,6713828
00000285,Brittney,Green,21,RB,65,2022,7187127
00000286,Hayley,Patterson,25,QB,79,10574,6458049
00000287,Mrs.,Carolyn,16,RB,58,8211,3665028
00000288,Doris,Mccoy,20,WR,94,567,2291862
00000289,Michael,White,03,QB,27,13516,1289866
00000290,Brandon,Chang,14,WR,49,6122,8530224
00000291,Jennifer,Foster,26,QB,2,20511,9928773
00000292,Mrs.,Jessica,20,QB,35,9579,2593022
00000293,Linda,Thompson,27,WR,46,7745,7163705
00000294,Elizabeth,Patterson,02,QB,84,517,6701750
00000295,Jessica,Webb,14,WR,32,22777,7872687
00000296,Elizabeth,Davis,21,RB,79,11218,9721106
00000297,Jordan,Jordan,04,QB,74,9987,6270660
00000298,Jacob,Ryan,06,QB,70,14645,8622660
00000299,Jeremy,Andrews,21,QB,18,6555,2832623
00000300,Julie,Mays,29,RB,44,1323,3456049
00000301,Abigail,Zamora,22,RB,21,19955,4267212
00000302,Rebecca,Brown,21,RB,81,6562,1409128
00000303,Emily,Duke,18,QB,44,6989,3512777
00000304,David,Galvan,26,RB,74,1420,7742203
00000305,Erika,Gross,03,WR,26,4174,6560370
00000306,Patricia,Diaz,13,RB,68,20441,3110712
00000307,Robert,Maxwell,01,WR,39,6054,1624699
00000308,Victoria,Montgomery,16,RB,28,1284,6024987
00000309,Gary,Jones,03,RB,31,2451,4023738
00000310,Michael,Payne,04,WR,15,19413,1016219
00000311,Jacob,Fuller,02,RB,67,4319,7174144
00000312,Edward,Nelson,04,QB,60,19137,4219882
00000313,Jenny,Williams,18,RB,75,11595,8273758
00000314,Janet,Caldwell,15,QB,43,19419,2740102
00000315,Ashley,Franklin,18,RB,22,4162,1081651
00000316,Kristin,Rios,21,QB,64,11580,9541447
00000317,Amy,Stevens,14,RB,53,5372,3009574
00000318,Miss,Donna,07,WR,54,14528,9197956
00000319,Jade,Goodman,08,RB,97,20035,7323564
00000320,Tyler,Chapman,14,QB,62,19755,6343888
00000321,Melissa,Clark,04,QB,91,8145,8855461
00000322,Joshua,Brooks,06,QB,57,20379,1843051
00000323,Dawn,Green,07,WR,70,10913,4129885
00000324,Keith,Powell,11,RB,38,22963,9038523
00000325,Andrew,Roth,13,QB,43,2623,4884909
00000326,Pamela,Oneal,17,WR,44,8289,5651380
00000327,Richard,Thompson,20,WR,2,3405,8533496
00000328,William,Morrow,07,QB,21,1485,9467022
00000329,Jessica,Patterson,17,RB,17,22497,5240010
00000330,James,Pratt,02,RB,68,8233,7841513
00000331,Ashley,Scott,12,WR,0,2480,4478746
00000332,Dominique,Bell,25,QB,63,3300,8830589
00000333,David,Smith,24,QB,71,14150,8381788
00000334,Steven,Hendrix,18,QB,90,5036,7784195
00000335,Matthew,Nguyen,32,WR,96,8223,8977280
00000336,Cameron,Hernandez,26,WR,78,15299,8471310
00000337,Cody,Reeves,12,WR,49,1123,7318444
00000338,Nina,Reilly,15,RB,95,8425,3699289
00000339,Kevin,Thomas,15,RB,90,4499,2234484
00000340,Miguel,Ford,32,WR,57,17742,6364030
00000341,Mrs.,Bridget,11,QB,99,22177,5184226
00000342,Michele,Davis,11,WR,31,4554,7830842
00000343,Emma,Pearson,14,QB,67,24902,7850308
00000344,Curtis,Whitaker,03,WR,88,20579,2817158
00000345,Marie,Brown,07,RB,9,19365,2255510
00000346,Mary,Holland,10,RB,19,21629,1103298
00000347,Sonia,Carlson,27,QB,70,1290,3646162
00000348,Lori,Ballard,21,RB,4,18825,5821112
00000349,Michelle,Costa,02,RB,28,1484,8572943
00000350,Hailey,Goodwin,23,RB,100,851,9967058
00000351,James,Bailey,07,WR,62,13010,8623408
00000352,Charles,Watkins,25,QB,87,15651,3193009
00000353,Erika,Cunningham,15,QB,22,12672,2195936
00000354,Kevin,Reed,07,QB,77,23057,1320508
00000355,Amanda,Wade,25,RB,62,2794,8709396
00000356,Stephanie,Hawkins,23,WR,38,5785,3790542
00000357,Mr.,Dakota,10,WR,25,20117,3124911
00000358,Brandon,Hendrix,26,RB,53,3888,7620493
00000359,Walter,Young,11,WR,32,4887,1365223
00000360,Dawn,Fields,12,WR,84,22977,7939013
00000361,James,Ramsey,13,WR,32,12082,3859020
00000362,Jennifer,Lynch,13,RB,0,4608,7385901
00000363,Shannon,Collins,13,WR,86,14649,4341608
00000364,Judy,Abbott,32,RB,95,11155,5482981
00000365,Michele,Patel,08,QB,36,13347,8330146
00000366,Jeffrey,Garcia,18,QB,39,9503,3392292
00000367,Daniel,Klein,29,QB,5,8866,6671947
00000368,Felicia,Daniels,22,QB,85,19282,7303042
00000369,Daniel,Lewis,27,RB,49,13734,3443862
00000370,Eric,Ryan,32,WR,56,22906,6621294
00000371,Billy,Chapman,15,RB,64,7670,1147006
00000372,Angela,Barnes,11,QB,23,14701,7987067
00000373,Stephanie,Olsen,19,RB,33,10885,4443079
00000374,Samantha,Gonzalez,03,QB,88,24982,8769157
00000375,Kenneth,Park,03,WR,35,12599,2817314
00000376,Michael,Jones,31,QB,47,12261,3134369
00000377,Mrs.,Christina,04,RB,75,9980,7027167
00000378,Brian,Yu,27,RB,94,11139,1649942
00000379,Melanie,Mccoy,09,RB,70,22959,4397333
00000380,Brenda,Townsend,31,WR,13,16951,5802570
00000381,Andrew,Black,13,QB,50,13378,5294587
00000382,Wendy,Smith,03,RB,50,11543,4064848
00000383,Kimberly,Harmon,31,WR,18,10074,4164477
00000384,Mary,Kelly,28,WR,53,6887,2835049
00000385,Kylie,Fox,10,RB,87,18823,1303550
00000386,Mrs.,Sarah,02,QB,0,23141,4086811
00000387,Ashley,Robinson,10,RB,100,19026,4084169
00000388,David,Ramsey,11,WR,81,21855,7504198
00000389,Amber,Gonzales,16,QB,73,18814,8575315
00000390,Daniel,Patrick,14,RB,81,13517,5035183
00000391,Matthew,Schneider,17,WR,13,13271,2835138
00000392,Robert,Richardson,13,QB,3,2250,1020107
00000393,Erica,Mcdaniel,06,WR,3,9101,6096530
00000394,Scott,Haas,24,RB,6,7404,8041482
00000395,Amy,Barker,15,WR,36,17866,5085015
00000396,Omar,Murray,30,WR,17,1492,9425673
00000397,Holly,Jones,10,QB,44,15622,1308178
00000398,Miss,Ariana,17,RB,85,21414,9777222
00000399,Sara,Coleman,08,RB,19,18369,2267056
00000400,Christopher,Johnson,24,QB,71,23557,4762745
00000401,Donald,Kennedy,09,WR,18,11680,8429332
00000402,Robert,Lara,01,QB,32,7640,9918282
00000403,George,Barr,24,QB,59,11457,2531714
00000404,Sean,Hernandez,06,RB,17,18511,6904416
00000405,Jerry,Murphy,28,WR,26,24531,5663455
00000406,James,Sutton,28,QB,13,3025,4889291
00000407,Casey,West,08,RB,89,9133,3403514
00000408,Timothy,Garcia,32,WR,62,13124,6924784
00000409,Nicole,Griffin,24,RB,92,15480,4529980
00000410,Rachel,Gutierrez,09,WR,83,15609,2656296
00000411,Monica,Rivera,19,WR,89,18227,5536168
00000412,Nicole,Weiss,04,WR,11,13466,6532428
00000413,Ricky,Massey,31,WR,30,6366,7655242
00000414,Christopher,Nichols,21,WR,9,13119,2043444
00000415,Daniel,Williams,10,QB,70,10662,8982224
00000416,Patricia,Rodriguez,32,RB,3,10847,7079154
00000417,Julia,Parker,21,QB,80,10162,5601529
00000418,Vanessa,Cruz,14,WR,69,2542,1987490
00000419,Matthew,Melton,27,WR,92,17548,7346410
00000420,Michael,Hansen,21,WR,43,13019,3144348
00000421,Samantha,Hanna,25,RB,71,5792,2706914
00000422,Jennifer,Rubio,04,RB,46,11529,1855017
00000423,Matthew,White,14,RB,71,11431,8280994
00000424,Cynthia,Payne,12,WR,27,5747,8091139
00000425,Susan,Pham,20,RB,78,9772,1609645
00000426,Timothy,Nicholson,17,QB,30,21416,7535034
00000427,Jeffrey,Campbell,02,QB,22,21243,4087445
00000428,Gabriel,Cooper,17,RB,82,21847,5404532
00000429,Erika,Ford,28,WR,72,12319,9514706
00000430,Amy,Brown,04,RB,71,6561,2776254
00000431,Tina,Wright,12,QB,90,7542,1968670
00000432,Andre,Little,19,QB,61,14406,2887380
00000433,Crystal,Shah,30,QB,51,24727,8949541
00000434,Corey,Hernandez,11,RB,14,14264,2559274
00000435,David,Murray,06,QB,49,1105,4465120
00000436,Nicholas,Carpenter,22,WR,59,19127,1376264
00000437,Donald,Smith,26,QB,61,17785,1449659
00000438,Patricia,Parks,14,WR,15,1408,1454949
00000439,Mr.,Rodney,32,RB,31,24015,3265010
00000440,Miguel,Diaz,30,WR,79,18412,5491248
00000441,Glenn,Lewis,09,QB,79,10261,9961554
00000442,Nicole,Bell,31,RB,40,23905,7455918
00000443,Kaylee,Garcia,21,WR,73,19702,4725884
00000444,Thomas,Moore,12,QB,5,4977,1889172
00000445,Jason,Ellis,12,WR,38,260,8794567
00000446,Cory,Hensley,30,RB,16,2349,1018692
00000447,Jennifer,Brown,13,RB,8,1681,2282707
00000448,Russell,Calderon,06,QB,54,5424,9982930
00000449,Ronnie,Stein,09,RB,27,5782,1081639
00000450,Carolyn,Johnson,22,QB,23,8793,2450604
00000451,Jacqueline,Huang,12,RB,27,24316,2533246
00000452,Christina,Miller,29,WR,67,10257,4863288
00000453,Wendy,Clark,04,QB,83,7911,9469473
00000454,Joseph,Coleman,13,RB,91,15799,5282007
00000455,Stephanie,Figueroa,19,QB,95,15806,6487694
00000456,Heidi,Munoz,20,WR,35,3972,6640295
00000457,Aaron,Kim,31,WR,3,10434,9219657
00000458,Theresa,Davis,30,RB,55,818,9538809
00000459,Amanda,Myers,27,WR,50,20199,5964893
00000460,Anthony,Ross,07,WR,69,23019,5455275
00000461,Angel,Ibarra,14,QB,20,14731,6243006
00000462,David,Blevins,01,QB,93,14748,5262593
00000463,Joseph,Mcmillan,17,WR,55,16925,3474312
00000464,Joshua,Adams,21,QB,6,11175,1740593
00000465,Jerry,Schneider,19,QB,95,3396,3573362
00000466,Crystal,Griffith,10,RB,66,11897,5184583
00000467,Nicholas,Daniel,30,RB,39,15335,9411350
00000468,Steven,Chen,25,WR,74,4382,8062791
00000469,Jill,Stafford,04,WR,5,10098,2387721
00000470,Katherine,Walker,31,QB,71,16326,9698352
00000471,Brian,Mcknight,01,QB,36,9544,4373028
00000472,Nancy,Golden,12,RB,57,9734,9768150
00000473,Karl,Johnson,12,QB,91,9245,6534824
00000474,Phillip,Vasquez,06,RB,21,22358,2241535
00000475,Norman,Reid,11,QB,27,15074,4138001
00000476,Kirk,Johnson,04,QB,83,13257,4814996
00000477,Frank,Williams,22,QB,30,11252,1629678
00000478,Barbara,Roberts,14,RB,5,6750,6096015
00000479,Julia,Vincent,24,WR,1,21231,1482934
00000480,Alan,Blake,31,RB,2,24955,4267863
00000481,Jose,Townsend,18,WR,98,4699,9107422
00000482,John,Cunningham,24,QB,53,502,1735278
00000483,Karen,Gill,25,WR,32,5955,5048167
00000484,Ashley,Briggs,26,RB,30,10383,6967316
00000485,Jennifer,Russell,06,QB,50,17720,4082979
00000486,Amanda,Moss,17,WR,51,9953,7515933
00000487,Patrick,Ramos,16,RB,78,1414,1293100
00000488,Daniel,Edwards,24,RB,98,10668,4104745
00000489,Carol,Brown,09,WR,18,21292,4076427
00000490,Lauren,Foster,22,QB,44,2407,1529492
00000491,Shelley,Roberson,08,RB,21,20353,5134829
00000492,Shawn,Crosby,11,RB,99,13277,5030233
00000493,Susan,Carter,14,WR,36,14645,7604711
00000494,Bridget,Mcdaniel,28,WR,87,406,9687566
00000495,Rebecca,Mccarthy,11,QB,91,9387,5978223
00000496,Mr.,Charles,06,WR,23,11039,9703252
00000497,Jesus,Rowland,19,RB,21,16182,2657796
00000498,Jenny,Smith,14,WR,77,19442,8180246
00000499,Ethan,Lawrence,22,QB,12,23474,1492952
00000500,Kimberly,Giles,31,RB,42,13248,9704932
00000501,Patricia,Simpson,29,QB,92,23947,8896661
00000502,Heidi,Martinez,09,QB,71,8077,9846722
00000503,Linda,Smith,18,RB,5,22100,6191316
00000504,Robert,Chase,31,QB,60,8919,8103797
00000505,Austin,Rodriguez,25,WR,44,16270,7544470
00000506,Kyle,Douglas,18,WR,42,19484,1318310
00000507,Virginia,Chung,09,WR,50,8045,7728167
00000508,Joshua,Adams,07,RB,62,11863,6176756
00000509,Gregory,Schwartz,01,QB,59,3730,6559218
00000510,Taylor,Gay,05,QB,64,4780,2086048
00000511,Miranda,Greer,31,QB,87,11324,7166864
00000512,Steven,Phillips,15,RB,78,7684,7364859
00000513,Joe,Williams,01,WR,43,24532,1734814
